Time,Demand,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,cloud_cover,hour,dow,month,doy,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_holiday,demand_lag_24,demand_lag_48,demand_lag_72,demand_lag_168,demand_roll24_mean,demand_roll24_std,demand_roll168_mean,demand_roll168_std,temperature_2m_lag_24,relative_humidity_2m_lag_24,precipitation_lag_24,temp_squared,temp_hour_sin,temp_hour_cos,humidex_proxy,trend_ratio,lag24_over_lag168
2026-06-13 22:00:00,470.9144,28.5,87,0.0,6.1,100,22,5,6,164,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.3204232733919116,-0.9472744722987168,0,439.4202,433.0252941,419.8332727,447.6461111,441.54329903333337,48.19746944622444,433.28063070267865,44.78337005293801,28.2,91.0,0.0,812.25,-14.250000000000012,24.681724007856495,37.2,1.0190700154707,0.9816240755900092
2026-06-13 23:00:00,468.578,28.4,90,0.0,7.5,100,23,5,6,164,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.3204232733919116,-0.9472744722987168,0,449.0742857,427.4492157,421.614,443.8657407,442.8555573666667,48.56449539554093,433.4191324223214,44.86397270494396,28.1,89.0,0.0,806.56,-7.350460880911612,27.432293466609533,37.4,1.0217720544351754,1.011734505555184
2026-06-14 00:00:00,438.62,28.1,91,0.0,10.8,96,0,6,6,165,0,0.0,1.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,423.4775862,391.0275862,421.1887931,428.93,443.66821212916665,48.83550765676891,433.56622920386906,44.93887925541101,28.5,86.0,0.0,789.6100000000001,0.0,28.1,37.2,1.0232997457939639,0.9872883365584129
2026-06-14 01:00:00,432.47,27.6,89,0.0,9.4,99,1,6,6,165,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,413.6001724,389.3593103,409.0022414,419.11,444.29914603750007,48.66081621312746,433.62390777529765,44.93911157785712,27.6,90.0,0.0,761.7600000000001,7.143405644829572,26.659552805578286,36.5,1.0246186570223297,0.986853504807807
2026-06-14 02:00:00,422.6,27.1,90,0.0,7.4,98,2,6,6,165,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,404.0584483,377.1727586,403.1937931,407.12,445.0853888541667,48.294293137206935,433.7034315848215,44.92509279075874,26.9,91.0,0.0,734.4100000000001,13.549999999999999,23.46928844255829,36.1,1.0262436412544713,0.9924799771566123
2026-06-14 03:00:00,413.19,26.6,91,0.0,3.3,94,3,6,6,165,0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,393.3163793,365.0472414,393.8046552,397.86,445.85795350833337,47.754740058165446,433.7955744419643,44.88610087765514,26.4,92.0,0.0,707.5600000000001,18.809040379562163,18.809040379562166,35.7,1.0278065978010176,0.9885798504499069
2026-06-14 04:00:00,408.345,26.5,91,0.0,2.3,89,4,6,6,165,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,380.3668966,358.2113793,382.5946552,387.21,446.68602103750004,46.969912210612996,433.8868244419642,44.82815411380649,26.2,93.0,0.0,702.25,22.949673200287624,13.250000000000004,35.6,1.0294989289246044,0.9823271521913175
2026-06-14 05:00:00,403.5,26.4,93,0.0,2.8,49,5,6,6,165,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,371.5982759,350.0225862,378.6884483,378.28,447.85177534583335,45.57896304128625,434.0126280133928,44.72591768329186,26.3,92.0,0.0,696.9599999999999,25.5004418140314,6.8328227907065475,35.7,1.0318865084543427,0.9823365652426774
2026-06-14 06:00:00,402.14,27.8,90,0.0,8.4,96,6,6,6,165,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,366.1763793,347.8456897,380.255,378.19,449.18101385,43.684263335451114,434.1627470610119,44.57982120829601,27.6,91.0,0.0,772.84,27.8,1.702259050814821e-15,36.8,1.034591329842672,0.9682339017425104
2026-06-14 07:00:00,412.06,28.4,87,0.0,7.0,84,7,6,6,165,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,383.8356897,351.9146552,382.3810345,390.25,450.6794980458333,41.262910265714076,434.3053065848214,44.43782511521822,27.4,90.0,0.3,806.56,27.43229346660954,-7.3504608809115854,37.1,1.037702029454282,0.9835635866752082
2026-06-14 08:00:00,416.04,29.4,83,0.0,6.1,19,8,6,6,165,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.30411483232751846,-0.9526353808033824,0,398.5958621,358.1503448,390.4477586,403.73,451.855510975,39.64550378806852,434.4351280133929,44.3401011023836,24.5,99.0,6.7,864.3599999999999,25.461146871262496,-14.699999999999992,37.7,1.0400989280983515,0.9872832390458969
