Time,Demand,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,cloud_cover,hour,dow,month,doy,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_holiday,demand_lag_24,demand_lag_48,demand_lag_72,demand_lag_168,demand_roll24_mean,demand_roll24_std,demand_roll168_mean,demand_roll168_std,temperature_2m_lag_24,relative_humidity_2m_lag_24,precipitation_lag_24,temp_squared,temp_hour_sin,temp_hour_cos,humidex_proxy
2026-06-18 16:00:00,443.9644643,33.0,69,0.0,10.7,25,16,3,6,169,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,513.6829825,463.9823214,497.9162963,402.6491228,466.24943783749995,37.30077423569999,447.37313517380954,45.01781476927322,32.5,70.0,0.3,1089.0,-28.578838324886465,-16.500000000000014,39.9
2026-06-18 17:00:00,432.8703571,32.5,70,0.0,11.2,23,17,3,6,169,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,506.8824561,458.8830357,457.1516667,380.8294737,463.3444995791667,36.14292241912704,447.61905982559523,44.88468460210213,30.1,81.0,1.2,1056.25,-31.39258935439472,-8.41161896583192,39.5
2026-06-18 18:00:00,408.4485714,28.1,83,0.0,16.0,100,18,3,6,169,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,483.717193,456.8601786,425.9690741,375.7885965,460.26066212083333,35.41679027109255,447.92882698869045,44.599655293644204,30.2,79.0,0.1,789.6100000000001,-28.1,-5.161886258406094e-15,36.400000000000006
2026-06-18 19:00:00,435.4832143,27.2,85,0.0,14.8,100,19,3,6,169,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,464.7336842,478.5110714,450.4868519,402.6594737,457.12446955416664,36.56337843173059,448.12323160119047,44.353824617048794,30.0,80.0,0.0,739.8399999999999,-26.27318247506266,7.039878026788552,35.7
2026-06-18 20:00:00,439.8028571,26.7,84,0.0,15.1,100,20,3,6,169,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,496.8938596,484.9581481,465.9688889,426.7252632,455.905699975,36.7855412122658,448.3186110095238,44.22446265939668,29.5,79.0,0.0,712.89,-23.12287828104451,13.350000000000003,35.1
2026-06-18 21:00:00,446.3139286,26.3,86,0.0,12.6,100,21,3,6,169,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,511.5403509,480.9592593,480.3409804,425.4210526,453.52690820416666,35.85387838138309,448.39645383035713,44.197728332090946,29.1,84.0,0.0,691.69,-18.596908345206206,18.596908345206195,34.9
2026-06-18 22:00:00,401.0907407,26.2,88,0.0,10.4,98,22,3,6,169,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,525.0537255,483.2318519,472.8560784,433.0252941,450.80914060833334,33.67085629851452,448.5208161875,44.162073185649184,29.2,84.0,0.0,686.4399999999999,-13.100000000000012,22.689865579152286,35.0
2026-06-18 23:00:00,398.84,26.2,87,0.0,10.1,98,23,3,6,169,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0.2380332770614858,-0.9712569994658313,0,517.2766,475.8516981,465.0262,427.4492157,445.64401624166663,31.20415777723036,448.33072956011904,44.29768953366867,29.0,84.0,0.0,686.4399999999999,-6.781058981686065,25.307256648773585,34.9
2026-06-19 00:00:00,408.0155172,25.9,85,0.0,10.7,100,0,4,6,170,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,465.5,469.8263158,439.6742105,391.0275862,440.7091579083333,28.64323934001759,448.1604366095238,44.433228349013646,29.1,85.0,0.0,670.81,0.0,25.9,34.4
2026-06-19 01:00:00,403.3158621,25.3,89,0.5,11.3,100,1,4,6,170,1,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.22132528438243243,-0.9752000402445825,0,443.62,462.0942105,436.4861404,389.3593103,438.3139711249999,28.88252886612756,448.26155524642866,44.32161998454968,28.6,86.0,0.0,640.09,6.548121841093775,24.43792340511343,34.2
