Time,Demand
2026-04-29 04:00:00 PM,330.6467273
2026-04-29 05:00:00 PM,312.9681818
2026-04-29 06:00:00 PM,324.7145455
2026-04-29 07:00:00 PM,359.3958182
2026-04-29 08:00:00 PM,349.5696364
2026-04-29 09:00:00 PM,340.1725455
2026-04-29 10:00:00 PM,345.3978
2026-04-29 11:00:00 PM,328.0159184
2026-04-30 12:00:00 AM,289.272931
2026-04-30 01:00:00 AM,289.812069
2026-04-30 02:00:00 AM,283.7798276
2026-04-30 03:00:00 AM,280.8908621
2026-04-30 04:00:00 AM,280.6467241
2026-04-30 05:00:00 AM,279.5786207
2026-04-30 06:00:00 AM,280.8806897
2026-04-30 07:00:00 AM,297.5736207
2026-04-30 08:00:00 AM,303.0362069
2026-04-30 09:00:00 AM,318.5898276
2026-04-30 10:00:00 AM,326.0258621
2026-04-30 11:00:00 AM,350.5718966
2026-04-30 12:00:00 PM,380.8856897
2026-04-30 01:00:00 PM,399.3667857
2026-04-30 02:00:00 PM,374.1126786
2026-04-30 03:00:00 PM,360.9764912
2026-04-30 04:00:00 PM,349.5698246
2026-04-30 05:00:00 PM,646.2052632
2026-04-30 06:00:00 PM,327.874386
2026-04-30 07:00:00 PM,370.5303509
2026-04-30 08:00:00 PM,366.0277193
2026-04-30 09:00:00 PM,360.324386
2026-04-30 10:00:00 PM,344.1628846
2026-04-30 11:00:00 PM,333.2478846
2026-05-01 12:00:00 AM,316.7282759
2026-05-01 01:00:00 AM,304.4806897
2026-05-01 02:00:00 AM,297.8381034
2026-05-01 03:00:00 AM,291.1344828
2026-05-01 04:00:00 AM,285.2344828
2026-05-01 05:00:00 AM,282.5184483
2026-05-01 06:00:00 AM,275.5605172
2026-05-01 07:00:00 AM,275.6927586
2026-05-01 08:00:00 AM,281.8165517
2026-05-01 09:00:00 AM,291.9177586
2026-05-01 10:00:00 AM,293.3622414
2026-05-01 11:00:00 AM,305.2887719
2026-05-01 12:00:00 PM,331.7042105
2026-05-01 01:00:00 PM,343.3692727
2026-05-01 02:00:00 PM,312.7214545
2026-05-01 03:00:00 PM,309.2583333
2026-05-01 04:00:00 PM,301.337037
2026-05-01 05:00:00 PM,293.4812963
2026-05-01 06:00:00 PM,289.4824074
2026-05-01 07:00:00 PM,334.082037
2026-05-01 08:00:00 PM,336.1361111
2026-05-01 09:00:00 PM,341.8722222
2026-05-01 10:00:00 PM,318.4525
2026-05-01 11:00:00 PM,319.9955769
